,fixed acidity_val,volatile acidity_val,citric acid_val,residual sugar_val,chlorides_val,free sulfur dioxide_val,total sulfur dioxide_val,density_val,pH_val,sulphates_val,alcohol_val,quality_val,fixed acidity_z,volatile acidity_z,citric acid_z,residual sugar_z,chlorides_z,free sulfur dioxide_z,total sulfur dioxide_z,density_z,pH_z,sulphates_z,alcohol_z,quality_z
2738,6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,3.19,0.34,9.3,5,0.05358294834930726,3.341383724483328,0.7091174433249314,1.1058938997988905,0.9717064373075098,0.6649701975428935,0.17321750996608418,1.08427131823927,0.011480335393340427,1.3131310429421315,0.9868119012233645,0.991373917603488
2741,6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,3.19,0.34,9.3,5,0.05358294834930726,3.341383724483328,0.7091174433249314,1.1058938997988905,0.9717064373075098,0.6649701975428935,0.17321750996608418,1.08427131823927,0.011480335393340427,1.3131310429421315,0.9868119012233645,0.991373917603488
2748,5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,8,1.2500711908080528,1.0739883429218329,0.048001121279579305,0.9053295198038032,0.035355000359076724,3.5689787432678863,0.7445650346214291,1.2296443973505284,1.2698819518541102,3.594234411196586,1.0448908923093756,2.3963582557141057
2750,5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,8,1.2500711908080528,1.0739883429218329,0.048001121279579305,0.9053295198038032,0.035355000359076724,3.5689787432678863,0.7445650346214291,1.2296443973505284,1.2698819518541102,3.594234411196586,1.0448908923093756,2.3963582557141057
2771,6.3,0.2,0.24,1.7,0.052,36.0,135.0,0.99374,3.8,0.66,10.8,6,0.6575011275547077,0.776322810287777,0.7783942812771115,0.9250473964665745,0.2850736388984734,0.04068795925890309,0.07908596693146744,0.09609320141853653,4.0516118408726545,1.4910777879942787,0.23220977489627956,0.13787014016904328
2781,7.8,0.965,0.6,65.8,0.074,8.0,160.0,1.03898,3.39,0.69,11.7,6,1.120209062205328,6.814148271880645,2.1966291679269743,11.71411154436996,1.2921350765650597,1.605847739945289,0.5092361770348872,15.031297979691589,1.3361136158783629,1.7539723658945663,0.9636227805680648,0.13787014016904328
2806,7.5,0.17,0.71,11.8,0.038,52.0,148.0,0.99801,3.03,0.46,8.9,5,0.7646670242533211,1.0739883429218329,3.1056641107393337,1.0664581464733476,0.35578363961662685,0.9815655016612986,0.226841547931037,1.3317131722185123,1.0482262889946776,0.26155273134097773,1.3118843481886031,0.991373917603488
2807,7.5,0.18,0.72,9.6,0.039,53.0,151.0,0.99802,3.03,0.46,8.9,5,0.7646670242533211,0.9747664987104812,3.188303650995003,0.6326648598923743,0.3100081197226911,1.0403703480614483,0.29744020520699954,1.3350569810560917,1.0482262889946776,0.26155273134097773,1.3118843481886031,0.991373917603488
2820,6.7,0.325,0.82,1.2,0.152,49.0,120.0,0.99312,2.99,0.38,9.2,5,0.18344507695203105,0.46395024235412213,4.014699053551693,1.023636779780432,4.862625628292047,0.8051509624608495,0.4320792533112802,0.3034093493470858,1.3131529450916792,0.9626049390750804,1.0680800129646753,0.991373917603488
2849,7.7,0.43,0.37,10.0,0.169,22.0,210.0,0.99776,3.02,0.64,9.5,5,1.0016950495546595,1.5057796065733173,0.2959197420465862,0.7115363665434604,5.640809466488956,0.782579890343193,1.6858804649675965,1.2481179512795841,1.1144579530189271,1.3158147360607528,0.8242756777407458,0.991373917603488
2872,4.2,0.17,0.36,1.8,0.029,93.0,161.0,0.98999,3.65,0.89,12.0,7,3.146295393218757,1.0739883429218329,0.2132802017909171,0.9053295198038032,0.7677633186620484,3.3925642040674373,0.5327690627935414,1.3500215155025703,3.058136880508889,3.506602885229823,1.2074271157919942,1.2671141979415745
2873,5.8,0.21,0.32,1.6,0.045,38.0,95.0,0.98946,3.23,0.94,12.4,8,1.2500711908080528,0.6771009660764253,0.11727795923175896,0.944765273129346,0.035355000359076724,0.15829765205920254,1.020401397277635,1.5272433838931276,0.2764069914903449,3.9447605150636367,1.5324995627572329,2.3963582557141057
2874,5.4,0.23,0.36,1.5,0.03,74.0,121.0,0.98976,3.24,0.99,12.1,7,1.7241272414107285,0.4786572776537213,0.2132802017909171,0.9644831497921176,0.7219877987681128,2.2752721224645924,0.408546367552626,1.426929118766414,0.34263865551459755,4.3829181448974515,1.2886952275333035,1.2671141979415745
2893,6.2,0.16,0.34,1.7,0.038,85.0,153.0,0.9909,3.33,0.86,12.0,7,0.7760151402053762,1.1732101871331848,0.048001121279579305,0.9250473964665745,0.35578363961662685,2.9221254328662396,0.34450597672430794,1.0457349112848495,0.9387236317328562,3.2437083073295345,1.2074271157919942,1.2671141979415745
2926,5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,8,1.9611552667120666,1.222821109238861,0.034638418976089824,0.944765273129346,0.8135388385559842,1.3118235079445406,1.8675852845891856,1.430272927603956,0.7400286396601014,3.068445255396009,1.1261590040506848,2.3963582557141057
2930,5.6,0.21,0.4,1.3,0.041,81.0,147.0,0.9901,3.22,0.95,11.6,8,1.4870992161093912,0.6771009660764253,0.5438383628135937,1.0039189031176607,0.21845707993481953,2.6869060472656408,0.2033086621723828,1.3132396182894568,0.21017532746609527,4.032392041030399,0.8823546688267555,2.3963582557141057
2931,5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,8,1.9611552667120666,1.222821109238861,0.034638418976089824,0.944765273129346,0.8135388385559842,1.3118235079445406,1.8675852845891856,1.430272927603956,0.7400286396601014,3.068445255396009,1.1261590040506848,2.3963582557141057
2962,6.9,0.38,0.38,13.1,0.112,14.0,94.0,0.99792,3.02,0.48,9.2,5,0.05358294834930726,1.0096703855165579,0.37855928230225533,1.322790543089377,3.031604832534618,1.2530186615443908,1.043934283036289,1.3016188926805206,1.1144579530189271,0.08628967940745241,1.0680800129646753,0.991373917603488
2964,5.8,0.19,0.24,1.3,0.044,38.0,128.0,0.99362,3.77,0.6,10.6,5,1.2500711908080528,0.8755446544991291,0.7783942812771115,1.0039189031176607,0.0811305202530125,0.15829765205920254,0.24381616724204674,0.13621890746922946,3.852916848799903,0.9652886321937013,0.06967355141365948,0.991373917603488
3022,8.0,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,3.06,0.38,9.7,5,1.3572370875066664,4.581656777125227,1.0263129020441186,0.47153623322282995,0.19352259911060218,0.6649701975428935,0.1261517384487758,0.05103438743399188,0.8495312969219228,0.9626049390750804,0.6617394542581272,0.991373917603488
3025,5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.99178,3.76,0.63,11.0,7,1.7241272414107285,0.5778791218650733,0.3651965799987663,1.023636779780432,0.035355000359076724,1.981247890463844,0.32097309096565374,0.7514797335797927,3.78668518477565,1.22818321009399,0.3947459983788982,1.2671141979415745
3043,7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9931,2.95,0.43,9.2,6,0.40912498630131416,0.6771009660764253,5.502210778153736,1.0433546564432035,4.954176668079919,0.6287364232604004,0.5732765678632054,0.31009696702220746,1.5780796011886837,0.5244473092412664,1.0680800129646753,0.13787014016904328
3049,7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,2.98,0.57,9.4,5,0.7646670242533211,0.5135611644597982,0.37855928230225533,0.4552039699274307,3.672462111049718,0.8051509624608495,1.4270187216224006,1.030770376838371,1.3793846091159316,0.7023940542934126,0.9055437894820552,0.991373917603488
3050,6.2,0.255,0.24,1.7,0.039,138.5,272.0,0.99452,3.53,0.53,9.6,4,0.7760151402053762,0.23060266712534147,0.7783942812771115,0.9250473964665745,0.3100081197226911,6.06818471527425,3.144919382004156,0.16472388791094902,2.263356912217876,0.35186795042636204,0.7430075659994365,2.1206179753760193
3051,7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,2.98,0.57,9.4,5,0.7646670242533211,0.5135611644597982,0.37855928230225533,0.4552039699274307,3.672462111049718,0.8051509624608495,1.4270187216224006,1.030770376838371,1.3793846091159316,0.7023940542934126,0.9055437894820552,0.991373917603488
3057,7.2,0.27,0.37,5.4,0.026,27.0,114.0,0.99174,3.13,0.84,12.7,5,0.40912498630131416,0.08176990080831344,0.2959197420465862,0.19548595994402881,0.9050898783438557,0.4885556583424444,0.5732765678632054,0.764854968930036,0.3859096487521663,3.068445255396009,1.7763038979811607,0.991373917603488
3064,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,5,0.6461530116026525,0.6771009660764253,3.849419973040356,1.1650475297872052,0.35578363961662685,2.451686661665042,1.0504925494839334,1.2548055689547057,1.5780796011886837,0.08628967940745241,1.230616236447294,0.991373917603488
3066,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,5,0.6461530116026525,0.6771009660764253,3.849419973040356,1.1650475297872052,0.35578363961662685,2.451686661665042,1.0504925494839334,1.2548055689547057,1.5780796011886837,0.08628967940745241,1.230616236447294,0.991373917603488
3072,7.5,0.25,0.47,4.1,0.041,95.0,163.0,0.99184,2.92,0.59,11.3,6,0.7646670242533211,0.2802135892310175,1.1223151446032766,0.45181835656005853,0.21845707993481953,3.5101738968677365,0.5798348343108498,0.7314168805544277,1.7767745932614385,0.8776571062269384,0.6385503336028275,0.13787014016904328
3087,6.1,0.2,0.34,9.5,0.041,38.0,201.0,0.995,3.14,0.44,10.1,3,0.894529152856046,0.776322810287777,0.048001121279579305,0.6129469832296028,0.21845707993481953,0.15829765205920254,1.4740844931397088,0.3252267121137208,0.3196779847279137,0.4368157832745035,0.3366670072928885,3.249862033148551
3094,9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54,10.0,6,3.371975302568039,0.3794354334423695,1.2875942251146149,0.29407534325788637,0.6304367589802412,1.8998719719460377,2.8324336006940074,0.11615605444386444,2.240396241431195,0.4394994763931249,0.41793511903419783,0.13787014016904328
3095,9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54,10.0,6,3.371975302568039,0.3794354334423695,1.2875942251146149,0.29407534325788637,0.6304367589802412,1.8998719719460377,2.8324336006940074,0.11615605444386444,2.240396241431195,0.4394994763931249,0.41793511903419783,0.13787014016904328
3097,6.6,0.78,0.5,1.5,0.045,30.0,133.0,0.99104,3.25,0.48,11.7,5,0.30195908960270074,4.978544153970636,1.370233765370284,0.9644831497921176,0.035355000359076724,0.31214111914199527,0.1261517384487758,0.9989215875590348,0.40887031953884717,0.08628967940745241,0.9636227805680648,0.991373917603488
3128,5.0,0.24,0.21,2.2,0.039,31.0,100.0,0.99098,3.69,0.62,11.7,6,2.198183292013405,0.3794354334423695,1.0263129020441186,0.826458013152717,0.3100081197226911,0.2533362727418455,0.902736968484364,1.0189844405844,3.323063536605894,1.140551684127227,0.9636227805680648,0.13787014016904328
3152,7.6,0.25,1.23,4.6,0.035,51.0,294.0,0.99018,3.03,0.43,13.1,6,0.8831810369039897,0.2802135892310175,7.402920204034125,0.353228973246201,0.49311019929843386,0.9227606552611489,3.6626428686945482,1.2864891475890072,1.0482262889946776,0.5244473092412664,2.1013763449463996,0.13787014016904328
3165,6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,3.24,0.45,12.0,6,0.894529152856046,3.9863257118571163,1.5355128458816223,0.9842010264548893,0.40155915951056265,0.1945314263416958,0.3614805960353177,1.2731139122387638,0.34263865551459755,0.3491842573077406,1.2074271157919942,0.13787014016904328
3207,6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,6,0.06493106430136242,0.6771009660764253,0.7091174433249314,1.023636779780432,0.035355000359076724,0.6649701975428935,0.29088193875935514,0.5642264386765713,0.6508363048491708,3.3313398332962976,0.31347788663758885,0.13787014016904328
3218,6.5,0.29,0.25,2.5,0.142,8.0,111.0,0.9927,3.0,0.44,9.9,4,0.4204731022533693,0.11667378761439007,0.6957547410214424,0.7673043831644025,4.404870429352689,1.605847739945289,0.643875225139168,0.4438493205244925,1.2469212810674295,0.4368157832745035,0.49920323077550716,2.1206179753760193
3265,4.2,0.215,0.23,5.1,0.041,64.0,157.0,0.99688,3.42,0.44,8.0,3,3.146295393218757,0.6274900439707494,0.8610338215327804,0.2546395899323435,0.21845707993481953,1.6872236584630953,0.4386375197589247,0.9538627735745273,1.5348086079511147,0.4368157832745035,2.04329735386039,3.249862033148551
3283,6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,6,0.30195908960270074,0.776322810287777,1.6047896838338018,0.3926647265717439,6.327442264897991,0.01811688714124663,0.6974992631041207,0.02252940699227232,1.7105429292371859,0.3491842573077406,0.9055437894820552,0.13787014016904328
3288,6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,6,0.30195908960270074,0.776322810287777,1.6047896838338018,0.3926647265717439,6.327442264897991,0.01811688714124663,0.6974992631041207,0.02252940699227232,1.7105429292371859,0.3491842573077406,0.9055437894820552,0.13787014016904328
3307,9.4,0.24,0.29,8.5,0.037,124.0,208.0,0.99395,2.9,0.38,11.0,3,3.0164332646160332,0.3794354334423695,0.3651965799987663,0.4157682166018878,0.40155915951056265,5.215514442472078,1.6388146934502883,0.0258732158298146,1.9092379213099406,0.9626049390750804,0.3947459983788982,3.249862033148551
3379,7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,5,0.8831810369039897,0.8112266970938538,1.2875942251146149,0.9678687631594901,0.010420519534859058,3.039735125666539,1.9447422083127925,1.462121716883255,1.1806896170431798,0.5244473092412664,1.0680800129646753,0.991373917603488
3387,7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,5,0.8831810369039897,0.8112266970938538,1.2875942251146149,0.9678687631594901,0.010420519534859058,3.039735125666539,1.9447422083127925,1.462121716883255,1.1806896170431798,0.5244473092412664,1.0680800129646753,0.991373917603488
3409,6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.9916,3.37,0.43,11.0,3,0.7760151402053762,0.4786572776537213,0.13064066153524798,1.1222261630942896,0.23929811900453762,0.6649701975428935,0.643875225139168,0.8116682926558135,1.2036502878298607,0.5244473092412664,0.3947459983788982,3.249862033148551
3417,6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.9892,3.16,0.6,12.9,4,0.18344507695203105,3.589438335011708,0.2825570397430972,1.023636779780432,0.7219877987681128,1.017799275943792,1.4675262266920643,1.6141824136696352,0.18721465667941148,0.9652886321937013,1.938840121463781,2.1206179753760193
3436,6.9,0.24,0.23,7.1,0.041,20.0,97.0,0.99246,3.1,0.85,11.4,6,0.05358294834930726,0.3794354334423695,0.8610338215327804,0.13971794332308665,0.21845707993481953,0.9001895831434925,0.9733356257603265,0.5241007326258784,0.5846046408249183,3.1560767813627715,0.7198184453441369,0.13787014016904328
3461,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8,0.18344507695203105,0.3794354334423695,0.2825570397430972,0.5011130482169872,0.17268156004088375,4.098222360869234,0.9563610064493168,0.714697836366642,0.981994624970425,0.8776571062269384,0.6385503336028275,2.3963582557141057
3470,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8,0.18344507695203105,0.3794354334423695,0.2825570397430972,0.5011130482169872,0.17268156004088375,4.098222360869234,0.9563610064493168,0.714697836366642,0.981994624970425,0.8776571062269384,0.6385503336028275,2.3963582557141057
3497,7.7,0.43,1.0,19.95,0.032,42.0,164.0,0.99742,3.29,0.5,12.0,6,1.0016950495546595,1.5057796065733173,5.502210778153736,2.673465094489225,0.6304367589802412,0.39351703765980145,0.603367720069504,1.134428450802627,0.6737969756358517,0.08897337252607336,1.2074271157919942,0.13787014016904328
3520,6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,5,1.0130431655067145,0.4786572776537213,1.522150143578133,0.6523827365551457,0.10197155932273061,3.863002975268635,1.615281807691634,0.562637139580299,0.9157629609461754,1.663657146809183,1.1493481247059845,0.991373917603488
3523,6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,5,1.0130431655067145,0.4786572776537213,1.522150143578133,0.6523827365551457,0.10197155932273061,3.863002975268635,1.615281807691634,0.562637139580299,0.9157629609461754,1.663657146809183,1.1493481247059845,0.991373917603488
3528,6.9,0.75,0.13,6.3,0.036,19.0,50.0,0.99312,3.09,0.25,11.1,4,0.05358294834930726,4.680878621336579,1.687429224089471,0.01802506997908537,0.4473346794044984,0.9589944295436422,2.0793812564170735,0.3034093493470858,0.6508363048491708,2.101814776642997,0.4760141101202075,2.1206179753760193
3537,6.2,0.27,0.47,1.2,0.146,28.0,105.0,0.99224,3.23,0.51,10.1,5,0.7760151402053762,0.08176990080831344,1.1223151446032766,1.023636779780432,4.5879725089284324,0.4297508119422947,0.785072539691093,0.5976645270521426,0.2764069914903449,0.17660489849283625,0.3366670072928885,0.991373917603488
3556,4.8,0.21,0.21,10.2,0.037,17.0,112.0,0.99324,3.66,0.48,12.2,7,2.435211317314743,0.6771009660764253,1.0263129020441186,0.7509721198690033,0.40155915951056265,1.0766041223439415,0.6203423393805138,0.2632836432963928,3.1243685445331417,0.08628967940745241,1.369963339274613,1.2671141979415745
3560,6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,12.9,6,0.30195908960270074,3.589438335011708,0.44783612025443503,0.3926647265717439,0.6304367589802412,0.9589944295436422,1.4204604551747562,1.2263005885129492,0.5183729768006685,1.140551684127227,1.938840121463781,0.13787014016904328
3564,6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,12.9,6,0.30195908960270074,3.589438335011708,0.44783612025443503,0.3926647265717439,0.6304367589802412,0.9589944295436422,1.4204604551747562,1.2263005885129492,0.5183729768006685,1.140551684127227,1.938840121463781,0.13787014016904328
3571,5.9,0.655,0.0,5.6,0.033,8.0,31.0,0.9936,3.32,0.51,10.5,4,1.1315571781573832,3.738271101328736,2.7617432474131687,0.15605020661848595,0.5846612390863054,1.605847739945289,2.5265060858315027,0.142906525144314,0.8724919677086036,0.17660489849283625,0.011594560327649826,2.1206179753760193
3587,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,0.06493106430136242,0.8755446544991291,3.1056641107393337,2.1903771162513235,0.17268156004088375,0.8413847367433428,0.5732765678632054,1.2748684219800337,2.240396241431195,0.08897337252607336,0.8242756777407458,0.13787014016904328
3588,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,0.06493106430136242,0.8755446544991291,3.1056641107393337,2.1903771162513235,0.17268156004088375,0.8413847367433428,0.5732765678632054,1.2748684219800337,2.240396241431195,0.08897337252607336,0.8242756777407458,0.13787014016904328
3589,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,0.06493106430136242,0.8755446544991291,3.1056641107393337,2.1903771162513235,0.17268156004088375,0.8413847367433428,0.5732765678632054,1.2748684219800337,2.240396241431195,0.08897337252607336,0.8242756777407458,0.13787014016904328
3619,6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,6,0.06493106430136242,1.7042232949960214,0.44783612025443503,3.8762555709182873,0.676212278874177,0.4885556583424444,0.3850134817939719,2.983554737971933,0.8495312969219228,0.6120788352080293,0.06967355141365948,0.13787014016904328
3620,6.3,0.2,0.26,4.7,0.04,108.0,168.0,0.99278,3.07,0.75,10.7,7,0.6575011275547077,0.776322810287777,0.6131152007657733,0.33351109658342937,0.2642325998287553,4.274636900069683,0.6974992631041207,0.41709884982404294,0.783299632897673,2.2797615216951437,0.1509416631549688,1.2671141979415745
3623,6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,6,0.06493106430136242,1.7042232949960214,0.44783612025443503,3.8762555709182873,0.676212278874177,0.4885556583424444,0.3850134817939719,2.983554737971933,0.8495312969219228,0.6120788352080293,0.06967355141365948,0.13787014016904328
3627,6.4,0.37,0.2,5.6,0.117,61.0,183.0,0.99459,3.24,0.43,9.5,5,0.538987114904038,0.9104485413052057,1.1089524422997876,0.15605020661848595,3.260482432004297,1.510809119262646,1.0504925494839334,0.18813054977385632,0.34263865551459755,0.5244473092412664,0.8242756777407458,0.991373917603488
3628,6.4,0.38,0.2,5.3,0.117,57.0,181.0,0.99459,3.24,0.43,9.5,6,0.538987114904038,1.0096703855165579,1.1089524422997876,0.21520383660680042,3.260482432004297,1.2755897336620472,1.003426777966625,0.18813054977385632,0.34263865551459755,0.5244473092412664,0.8242756777407458,0.13787014016904328
3629,6.4,0.36,0.2,5.7,0.118,61.0,172.0,0.9946,3.24,0.43,9.5,6,0.538987114904038,0.8112266970938538,1.1089524422997876,0.13633232995571434,3.306257951898232,1.510809119262646,0.7916308061387375,0.19147435861143572,0.34263865551459755,0.5244473092412664,0.8242756777407458,0.13787014016904328
3641,6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6,1.0130431655067145,0.2802135892310175,0.5438383628135937,0.13633232995571434,0.2850736388984734,1.2167848872618976,0.32097309096565374,0.015841789317150645,0.18721465667941148,3.41897135926306,0.011594560327649826,0.13787014016904328
3642,6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6,1.0130431655067145,0.2802135892310175,0.5438383628135937,0.13633232995571434,0.2850736388984734,1.2167848872618976,0.32097309096565374,0.015841789317150645,0.18721465667941148,3.41897135926306,0.011594560327649826,0.13787014016904328
3662,6.1,0.6,0.12,1.8,0.05,11.0,76.0,0.99268,3.42,0.48,10.4,4,0.894529152856046,3.1925509581663003,1.77006876434514,0.9053295198038032,0.19352259911060218,1.42943320074484,1.4675262266920643,0.45053693819961416,1.5348086079511147,0.08628967940745241,0.09286267206895914,2.1206179753760193
3710,4.7,0.67,0.09,1.0,0.02,5.0,9.0,0.98722,3.3,0.34,13.6,5,2.553725329965412,3.8871038676457643,2.0179873851121473,1.0630725331059752,1.17974299770747,1.7822622791457383,3.044229572521895,2.276256563506013,0.7400286396601014,1.3131310429421315,2.5077169036529474,0.991373917603488
3735,6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,6,0.894529152856046,0.5778791218650733,1.0396756043476079,0.9053295198038032,5.228829787443534,0.07692173354139635,1.5145919982093727,1.8816871206742425,0.011480335393340427,1.4007625689088943,2.345180680170329,0.13787014016904328
3737,7.1,0.21,0.72,1.6,0.167,65.0,120.0,0.99324,2.97,0.51,9.2,5,0.2906109736506445,0.6771009660764253,3.188303650995003,0.944765273129346,5.549258426701084,1.7460285048632451,0.4320792533112802,0.2632836432963928,1.4456162731401814,0.17660489849283625,1.0680800129646753,0.991373917603488
3773,5.0,0.61,0.12,1.3,0.009,65.0,100.0,0.9874,3.26,0.37,13.5,5,2.198183292013405,3.2917728023776522,1.77006876434514,1.0039189031176607,1.6832737165407632,1.7460285048632451,0.902736968484364,2.216068004429955,0.47510198356309685,1.0502364650418432,2.426448791911638,0.991373917603488
3810,6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,3,0.06493106430136242,0.18099174501966547,0.048001121279579305,1.7171480763448068,0.6512777980499593,0.39351703765980145,0.5563019485521956,1.0107075238130059,0.34263865551459755,0.26423642445959916,0.011594560327649826,3.249862033148551
3848,7.1,0.39,0.79,1.4,0.194,23.0,90.0,0.99212,3.17,0.46,10.5,6,0.2906109736506445,1.1088922297279098,3.766780432784687,0.9842010264548893,6.785197463837349,0.7237750439430433,1.1380658260709058,0.6377902331028356,0.12098299265516183,0.26155273134097773,0.011594560327649826,0.13787014016904328
3861,6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.99728,3.1,0.47,9.5,6,0.7760151402053762,0.5778791218650733,0.2825570397430972,1.1847654064499766,0.37662467868634497,4.274636900069683,0.32097309096565374,1.0876151270768495,0.5846046408249183,0.1739212053742153,0.8242756777407458,0.13787014016904328
3862,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,0.4204731022533693,0.08176990080831344,1.1915919825554566,0.04112856000922911,0.035355000359076724,3.686588436068186,0.8622294634147001,0.1295312897941078,0.18721465667941148,1.3131310429421315,0.3366670072928885,0.13787014016904328
3863,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,0.4204731022533693,0.08176990080831344,1.1915919825554566,0.04112856000922911,0.035355000359076724,3.686588436068186,0.8622294634147001,0.1295312897941078,0.18721465667941148,1.3131310429421315,0.3366670072928885,0.13787014016904328
3868,6.0,0.22,0.25,11.1,0.056,112.0,177.0,0.9961,3.08,0.36,9.4,6,1.0130431655067145,0.5778791218650733,0.6957547410214424,0.9284330098339468,0.4681757184742165,4.509856285670282,0.9092952349320084,0.6930456842450418,0.7170679688734205,1.137867991008606,0.9055437894820552,0.13787014016904328
3869,6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.99728,3.1,0.47,9.5,6,0.7760151402053762,0.5778791218650733,0.2825570397430972,1.1847654064499766,0.37662467868634497,4.274636900069683,0.32097309096565374,1.0876151270768495,0.5846046408249183,0.1739212053742153,0.8242756777407458,0.13787014016904328
3871,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,0.4204731022533693,0.08176990080831344,1.1915919825554566,0.04112856000922911,0.035355000359076724,3.686588436068186,0.8622294634147001,0.1295312897941078,0.18721465667941148,1.3131310429421315,0.3366670072928885,0.13787014016904328
3879,6.8,0.73,0.2,6.6,0.054,25.0,65.0,0.99324,3.12,0.28,11.1,4,0.06493106430136242,4.4824349329138755,1.1089524422997876,0.04112856000922911,0.37662467868634497,0.6061653511427438,1.7263879700372604,0.2632836432963928,0.45214131277641595,1.8389201987427082,0.4760141101202075,2.1206179753760193
3901,4.8,0.65,0.12,1.1,0.013,4.0,10.0,0.99246,3.32,0.36,13.5,4,2.435211317314743,3.6886601792230604,1.77006876434514,1.0433546564432035,1.5001716369650204,1.8410671255458881,3.0206966867632405,0.5241007326258784,0.8724919677086036,1.137867991008606,2.426448791911638,2.1206179753760193
3902,6.1,0.22,0.38,2.8,0.144,12.0,65.0,0.9908,2.95,0.64,11.4,6,0.894529152856046,0.5778791218650733,0.37855928230225533,0.7081507531760881,4.496421469140561,1.3706283543446902,1.7263879700372604,1.0791729996604207,1.5780796011886837,1.3158147360607528,0.7198184453441369,0.13787014016904328
3911,7.2,0.23,0.82,1.3,0.149,70.0,109.0,0.99304,2.93,0.42,9.2,6,0.40912498630131416,0.4786572776537213,4.014699053551693,1.0039189031176607,4.72529906861024,2.0400527368639936,0.6909409966564762,0.33015982004753536,1.7105429292371859,0.6120788352080293,1.0680800129646753,0.13787014016904328
3937,6.5,0.36,0.36,6.7,0.185,51.5,151.0,0.99528,3.17,0.42,9.3,5,0.4204731022533693,0.8112266970938538,0.2132802017909171,0.06084643667200072,6.373217784791927,0.9521630784612238,0.29744020520699954,0.41885335956535,0.12098299265516183,0.6120788352080293,0.9868119012233645,0.991373917603488
3972,6.8,0.37,0.67,1.5,0.175,16.0,98.0,0.99244,3.06,0.56,10.3,6,0.06493106430136242,0.9104485413052057,2.775105949716658,0.9644831497921176,5.91546258585257,1.1354089687440914,0.9498027400016723,0.530788350301,0.8495312969219228,0.6147625283266507,0.17413078381026845,0.13787014016904328
